#GENE	COV002_endo	COV003_endo	COV004_endo	COV005_endo	COV006_endo	COV007_endo	COV008_endo	COV010_endo	COV011_endo	COV012_endo	COV013_endo	COV014_endo	COV015_endo	COV016_endo
AC003044.1	9	0	4	1	0	2	11	0	21	0	1	0	4	3
AC003070.1	2	0	0	2	0	5	5	0	2	0	0	0	4	1
AC003070.2	1	0	0	1	0	1	0	0	1	0	0	0	2	11
AC003070.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003071.1	5	0	0	0	0	0	2	0	0	0	0	0	0	0
AC003072.1	9	28	5	51	9	22	24	15	8	5	12	6	11	15
AC003072.2	0	0	13	0	0	4	6	0	2	0	0	3	0	1
AC003077.1	9	0	8	0	2	7	10	11	14	6	4	4	0	24
AC003080.1	0	0	8	0	0	0	0	0	0	1	0	9	0	0
AC003084.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC003086.1	0	0	0	0	0	0	6	0	0	0	0	0	1	4
AC003087.1	0	0	0	0	0	14	0	0	5	0	0	2	0	1
AC003092.1	13	3	18	1	38	48	24	3	36	2	1	21	8	56
AC003092.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003093.1	0	0	5	1	0	2	0	16	4	1	0	2	4	8
AC003098.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003101.1	3	0	0	0	0	0	0	0	1	0	2	0	4	1
AC003101.2	3	13	2	8	10	2	12	5	0	10	1	6	6	7
AC003101.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003102.1	2	0	7	0	2	6	34	6	23	11	38	0	3	8
AC003109.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003657.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003657.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003659.1	0	0	10	0	1	0	15	3	5	0	0	0	0	2
AC003666.1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC003669.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003681.1	133	68	102	11	89	113	85	85	123	28	284	145	322	108
AC003682.1	4	44	0	15	2	3	0	0	3	0	0	2	0	4
AC003684.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC003685.1	15	0	5	0	8	0	1	7	4	0	0	0	0	9
AC003685.2	0	0	3	0	0	18	4	1	0	0	0	0	0	0
AC003686.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AC003687.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AC003688.1	0	10	0	0	0	9	0	0	1	0	0	6	0	3
AC003688.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003688.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003950.1	3	0	3	0	0	4	3	1	4	0	10	19	0	1
AC003956.1	1	0	0	7	2	0	1	0	0	0	0	2	0	1
AC003957.1	0	0	0	0	0	0	1	2	1	0	0	7	2	1
AC003958.1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
AC003958.2	21	0	1	0	4	0	10	0	2	0	4	0	0	6
AC003965.1	0	0	3	0	20	0	0	1	7	0	0	18	0	1
AC003965.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003973.1	52	0	14	0	4	8	26	3	12	0	35	22	13	17
AC003973.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003975.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC003982.1	0	0	2	0	0	0	2	3	0	0	0	4	1	0
AC003984.1	0	0	0	0	0	0	0	1	0	0	0	0	0	2
AC003985.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC003986.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.2	0	0	13	222	0	3	6	2	2	3	2	1	10	34
AC003986.3	0	0	0	0	0	3	18	5	2	0	0	0	0	1
AC003988.1	4	0	7	0	1	0	0	0	2	0	0	0	0	3
AC003989.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC003989.2	0	0	4	0	0	0	0	0	0	0	0	0	0	0
AC003991.1	0	0	1	17	1	33	3	0	10	4	22	0	6	1
AC003991.2	0	0	3	0	0	1	3	2	0	9	4	1	4	11
AC003992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004000.1	0	0	10	0	10	0	0	0	6	5	0	0	2	3
AC004004.1	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC004006.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC004009.1	0	0	9	0	4	3	0	0	3	0	0	0	0	0
AC004009.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC004009.3	0	0	8	0	0	0	0	0	0	0	0	1	0	0
AC004012.1	31	0	2	0	0	0	2	0	5	3	4	5	3	0
AC004014.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004014.2	20	0	0	0	1	1	4	0	0	2	0	0	75	0
AC004022.1	0	0	1	0	3	0	0	0	0	0	2	0	0	0
AC004022.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004023.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC004024.1	22	0	3	0	5	2	1	2	10	2	1	0	0	4
AC004034.1	0	0	1	0	0	0	0	0	2	0	0	0	1	2
AC004039.1	6	6	24	1	29	7	6	1	19	5	0	1	10	2
AC004047.1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AC004052.1	3	0	12	0	0	0	3	0	4	0	0	0	0	1
AC004053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004054.1	11	0	16	0	3	0	0	0	0	0	0	10	60	0
AC004057.1	130	374	175	182	111	155	201	212	133	104	134	82	110	144
AC004062.1	0	0	9	0	12	4	5	0	4	0	0	0	7	0
AC004063.1	0	0	3	0	5	0	1	0	0	0	0	0	0	0
AC004066.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004067.1	0	12	0	71	8	38	3	5	13	4	28	20	22	12
AC004069.1	4	0	30	2	10	1	0	0	45	0	1	6	4	12
AC004069.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004069.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004074.1	0	0	0	0	0	0	0	0	9	0	0	0	0	0
AC004076.1	0	6	0	0	1	1	3	4	0	1	0	0	0	0
AC004076.2	99	0	56	166	16	16	23	11	73	10	84	22	20	112
AC004079.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004079.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004079.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004079.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004079.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.1	0	0	0	0	0	0	1	0	0	0	0	0	2	0
AC004080.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.17	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AC004080.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC004080.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.4	0	0	0	0	0	0	0	3	0	0	0	0	0	0
AC004080.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004083.1	85	0	15	0	1	13	8	46	20	6	199	0	94	16
AC004112.1	10	0	30	0	10	0	4	1	14	12	19	1	0	1
AC004125.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AC004129.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.2	0	0	0	0	0	1	6	0	0	0	0	0	0	2
AC004129.3	0	0	0	0	1	0	0	1	4	0	0	11	0	0
AC004129.4	0	0	11	0	0	0	0	0	0	0	0	0	0	0
AC004130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004130.2	316	631	253	255	269	357	296	688	507	398	303	285	371	418
AC004134.1	0	0	3	0	4	7	10	2	1	1	0	0	1	0
AC004147.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC004147.2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AC004147.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004147.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004147.5	0	0	0	0	0	0	0	0	0	0	1	0	2	0
AC004148.1	112	19	57	3	37	71	74	50	21	22	51	24	67	77
AC004156.1	2	0	1	0	13	3	0	1	1	7	0	1	5	4
AC004158.1	3	0	1	0	1	1	1	18	0	0	1	0	5	3
AC004160.1	7	0	25	0	2	22	5	11	46	0	97	9	14	13
AC004160.2	1	0	1	0	0	0	0	3	0	0	0	1	0	0
AC004217.1	0	17	6	0	5	0	0	0	0	0	13	0	0	3
AC004217.2	7	0	23	0	0	0	0	0	5	0	0	0	30	18
AC004221.1	0	0	4	0	0	0	8	0	2	1	2	0	0	2
AC004223.1	1	1	2	5	1	2	0	1	5	2	1	2	1	3
AC004223.2	0	0	3	0	0	0	0	0	1	3	0	0	0	0
AC004223.3	0	0	0	0	0	0	0	0	0	0	0	3	0	3
AC004223.4	0	0	0	0	0	15	0	11	1	0	22	0	0	5
AC004224.1	3	5	0	2	1	1	2	0	1	0	0	0	1	2
AC004224.2	0	0	0	0	1	0	0	1	0	0	0	0	0	1
AC004231.1	11	1	0	0	24	50	3	6	70	0	21	14	9	16
AC004231.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004232.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004232.2	0	0	3	0	0	1	0	0	3	1	0	1	1	7
AC004233.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC004233.2	5	0	1	0	3	3	11	5	7	0	20	2	8	1
AC004233.3	0	0	3	0	0	0	0	9	2	1	2	0	3	1
AC004241.1	51	0	42	21	4	14	13	15	36	14	12	22	10	19
AC004241.2	0	0	0	0	0	3	0	0	1	0	0	0	0	0
AC004241.3	39	96	87	19	89	79	37	151	104	76	87	41	115	90
AC004241.4	0	0	24	0	0	15	4	14	3	0	30	15	0	0
AC004241.5	0	1	7	0	13	1	4	5	25	2	0	1	0	3
AC004253.1	0	0	15	37	3	5	12	0	7	1	2	2	8	9
AC004253.2	0	0	0	0	6	0	0	0	0	0	0	0	0	0
AC004257.1	3	0	0	0	0	0	0	0	0	1	1	3	0	0
AC004263.1	0	0	1	0	0	0	3	1	1	0	0	0	0	1
AC004263.2	228	202	97	76	161	235	200	186	156	94	61	156	110	205
AC004264.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AC004264.2	0	0	0	1	6	0	5	1	5	0	0	0	0	1
AC004381.1	8	0	0	0	15	7	0	0	0	0	0	0	0	0
AC004381.2	0	0	0	0	0	0	0	0	4	2	16	0	0	0
AC004381.3	6	43	7	1	0	35	6	5	4	10	25	2	8	9
AC004381.4	0	0	24	0	9	0	0	0	0	5	0	40	0	14
AC004383.1	0	0	0	0	0	0	0	0	9	0	0	0	0	3
AC004386.1	5	16	2	4	25	15	2	11	5	4	3	6	10	4
AC004386.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC004386.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004408.1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC004408.2	1	0	0	0	0	1	0	4	0	0	0	2	6	0
AC004415.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004448.1	0	0	1	0	0	0	0	0	1	0	0	0	2	0
AC004448.2	34	19	8	0	5	9	6	3	4	1	10	3	40	24
AC004448.3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AC004448.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004448.5	0	0	0	0	0	3	19	0	1	0	0	0	0	0
AC004449.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AC004453.1	126	332	139	195	99	131	193	143	75	80	90	66	75	164
AC004453.2	20	12	2	0	4	1	0	0	8	3	1	20	6	2
AC004461.1	0	0	3	0	0	1	1	3	0	0	11	0	6	1
AC004461.2	3	4	0	0	8	0	2	2	1	0	1	0	1	0
AC004461.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004464.1	8	0	0	0	0	0	0	0	2	0	0	0	0	0
AC004466.1	0	0	0	0	1	0	2	0	0	0	0	3	0	0
AC004466.2	0	4	2	0	0	2	0	0	2	0	0	0	7	5
AC004466.3	0	0	1	0	0	0	0	0	0	6	0	2	0	0
AC004467.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004470.1	0	0	0	0	0	2	1	0	0	1	0	0	1	17
AC004470.2	20	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004471.1	0	0	0	0	0	6	3	1	0	0	0	3	3	0
AC004471.2	1	0	1	0	0	0	0	0	1	0	13	0	0	0
AC004477.1	19	0	49	0	34	91	63	24	67	6	8	24	18	83
AC004477.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004477.3	48	0	25	0	60	12	14	24	16	16	12	8	7	118
AC004485.1	0	0	2	0	0	0	0	0	1	0	0	0	0	0
AC004486.1	1	0	1	1	2	4	2	0	4	2	2	0	0	0
AC004490.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC004491.1	0	0	30	0	0	1	3	0	1	0	2	0	0	8
AC004492.1	6	0	0	0	1	1	0	0	2	0	4	0	0	1
AC004494.1	58	0	5	0	0	24	4	16	6	7	0	12	8	4
AC004494.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004510.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004522.1	5	0	0	0	0	2	2	0	0	0	6	0	0	1
AC004522.2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004522.3	0	0	0	0	0	0	0	0	3	0	8	0	5	0
AC004522.4	0	63	0	0	0	0	0	0	1	0	0	0	0	0
AC004522.5	0	0	0	0	0	0	0	0	1	1	0	0	3	6
AC004522.6	2	0	13	0	6	9	3	10	5	3	0	11	9	9
AC004528.1	11	0	0	0	0	1	0	0	0	0	5	0	0	0
AC004528.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004540.1	144	29	63	90	49	126	100	101	98	57	130	49	91	91
AC004540.2	0	0	0	0	1	30	0	0	4	16	0	0	38	54
AC004542.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004542.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004542.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004542.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004542.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004542.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004543.1	0	0	8	0	0	4	0	0	17	0	0	1	16	77
AC004549.1	0	0	0	0	0	0	3	0	0	0	0	1	12	0
AC004551.1	1	0	1	0	0	0	0	2	1	2	2	7	1	4
AC004552.1	2	10	3	6	4	11	4	3	2	1	4	1	3	6
AC004554.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004554.2	0	0	0	0	0	23	1	0	0	0	0	0	0	1
AC004562.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004584.1	0	0	4	1	0	0	1	0	2	0	0	0	13	1
AC004584.2	0	1	1	0	6	4	14	4	4	2	4	3	0	2
AC004584.3	8	1	16	0	0	4	16	16	5	0	17	1	7	14
AC004585.1	1	0	4	0	0	0	1	0	6	0	7	0	1	13
AC004585.2	0	0	5	0	0	0	1	1	0	0	0	0	0	0
AC004590.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004593.1	0	0	0	0	0	1	0	0	0	0	0	0	6	0
AC004593.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004594.1	81	0	25	67	71	37	19	25	7	5	53	15	6	16
AC004596.1	0	0	9	0	1	0	0	2	0	0	2	4	1	0
AC004597.1	0	0	0	0	0	0	6	0	0	0	0	0	0	0
AC004623.1	1	0	7	0	0	0	1	5	2	5	4	1	2	2
AC004637.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004664.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004672.1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
AC004672.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004674.1	0	0	0	0	0	3	0	0	1	0	4	0	0	1
AC004674.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004678.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004678.2	14	2	0	0	0	5	0	3	8	0	0	1	1	13
AC004687.1	0	1	0	1	0	2	0	0	3	0	0	0	0	0
AC004687.2	0	0	3	0	1	0	0	0	0	1	0	0	8	1
AC004687.3	120	1	0	0	0	6	2	0	27	0	0	6	1	5
AC004690.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC004690.2	0	22	15	1	0	18	0	0	25	0	72	3	0	9
AC004691.1	13	0	0	0	2	3	1	4	5	0	0	3	4	2
AC004691.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004692.1	16	5	9	0	2	2	17	1	4	2	4	3	2	4
AC004692.2	20	0	7	0	0	4	0	3	0	0	0	0	19	0
AC004696.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004696.2	0	31	9	0	0	4	0	0	6	0	8	0	0	0
AC004702.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004704.1	36	0	0	1	0	0	0	3	8	8	0	1	0	17
AC004706.1	0	0	5	0	0	0	0	0	0	0	0	0	0	1
AC004706.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004706.3	19	0	0	0	0	0	18	0	1	2	35	11	0	32
AC004707.1	0	0	0	0	11	1	0	0	0	0	0	0	0	0
AC004707.2	0	0	0	0	0	1	5	0	1	0	0	0	0	0
AC004765.1	1	5	0	0	2	0	1	0	2	2	55	0	13	1
AC004771.1	0	0	0	0	0	2	1	2	0	0	0	3	1	1
AC004771.2	8	7	6	1	0	5	0	5	2	6	0	5	1	0
AC004771.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004771.4	4	11	0	6	0	2	0	0	0	1	1	3	0	1
AC004774.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004774.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004774.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004775.1	0	0	0	0	0	3	0	0	16	0	0	0	0	0
AC004777.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004784.1	0	0	3	0	1	0	6	1	19	0	0	1	0	17
AC004788.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004790.2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
AC004792.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004797.1	73	3	19	1	15	17	41	9	29	5	45	5	50	23
AC004801.1	17	15	4	11	13	19	15	6	18	6	14	6	15	15
AC004801.2	0	14	4	4	1	5	14	3	9	1	2	6	10	2
AC004801.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004801.4	1	0	0	0	0	1	0	1	2	0	10	2	6	0
AC004801.5	0	0	1	0	0	10	3	0	6	0	0	0	0	0
AC004801.6	0	0	1	0	9	1	12	1	3	0	0	5	0	1
AC004801.7	0	0	3	0	0	0	1	2	7	0	0	0	5	0
AC004803.1	251	349	96	366	19	58	198	218	87	72	63	120	66	109
AC004805.1	6	0	2	0	10	0	2	0	0	0	3	0	0	0
AC004805.2	1	0	1	0	3	0	0	3	0	1	1	0	0	0
AC004805.3	0	0	0	0	5	0	0	8	0	0	0	1	0	5
AC004808.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004808.2	0	0	0	0	2	0	0	0	1	0	0	0	0	0
AC004812.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC004812.2	261	688	325	1	404	249	195	538	261	183	214	310	297	419
AC004815.1	0	0	2	0	1	2	0	0	1	0	0	0	4	0
AC004816.1	0	0	0	0	0	1	0	0	1	2	0	0	11	0
AC004816.2	18	0	0	0	0	1	3	0	3	0	21	0	2	1
AC004817.1	9	0	0	1	3	21	3	0	3	0	0	0	2	3
AC004817.2	0	0	11	0	0	0	0	0	0	0	0	0	0	0
AC004817.3	29	0	8	0	22	1	2	5	12	0	0	0	1	4
AC004817.4	0	0	6	0	1	0	3	0	2	0	0	1	2	9
AC004817.5	2	0	3	0	1	11	12	0	1	1	11	19	28	8
AC004825.1	0	0	0	0	0	7	0	0	2	0	0	0	0	0
AC004825.2	15	0	2	0	52	6	9	10	3	6	5	14	14	45
AC004825.3	41	8	0	40	0	11	0	1	8	0	0	1	3	8
AC004828.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AC004828.2	5	0	1	164	18	9	15	1	15	0	2	0	1	10
AC004830.1	0	0	3	0	0	0	0	0	0	0	2	0	5	0
AC004830.2	4	0	0	0	0	0	0	0	0	0	3	0	0	0
AC004832.1	1	1	29	0	0	8	57	1	8	0	15	2	26	24
AC004832.2	0	0	1	0	2	1	0	0	0	0	0	0	0	0
AC004832.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004832.4	1	0	46	32	7	39	11	20	18	13	0	4	7	7
AC004832.5	10	0	6	58	29	13	22	11	11	4	0	5	7	10
AC004832.6	0	0	0	0	3	2	1	2	3	5	0	0	0	2
AC004834.1	1	0	5	0	26	0	2	15	8	1	4	0	19	2
AC004835.1	7	0	1	0	9	1	0	1	0	0	1	1	0	2
AC004835.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004836.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004837.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004837.2	50	1	42	62	93	44	53	85	68	108	25	10	25	38
AC004837.3	0	0	0	0	3	4	0	4	1	0	0	3	0	10
AC004837.4	62	2	1	0	6	12	17	2	28	4	1	8	14	6
AC004839.1	28	87	19	0	42	28	37	61	5	26	21	22	17	69
AC004839.2	35	29	11	1	14	10	14	12	5	13	17	25	9	9
AC004840.1	0	0	0	0	0	0	0	0	7	0	0	1	0	0
AC004840.2	0	0	0	0	0	0	4	0	0	0	4	0	1	0
AC004846.1	54	66	87	92	86	53	123	94	61	87	57	91	30	105
AC004846.2	18	32	19	16	12	8	6	14	18	8	87	13	6	5
AC004847.1	3	1	1	3	2	7	3	4	2	1	3	2	2	1
AC004849.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004852.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004852.2	73	0	4	0	20	1	11	0	10	0	37	49	0	49
AC004852.3	0	0	17	0	0	4	0	0	0	0	0	0	0	1
AC004854.1	6	0	12	0	0	4	0	3	0	0	0	0	0	4
AC004854.2	63	0	19	89	55	33	8	6	10	8	11	6	9	17
AC004858.1	3	0	2	0	3	1	0	2	6	1	6	0	0	0
AC004862.1	9	0	7	0	3	12	10	2	8	1	64	0	7	11
AC004863.1	0	0	0	0	0	0	0	0	0	0	7	0	0	5
AC004865.1	2	0	15	0	10	7	0	7	19	0	0	0	9	7
AC004865.2	11	46	1	0	11	12	7	1	3	0	10	0	9	1
AC004866.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004866.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004869.1	0	0	0	0	0	0	4	0	0	0	0	0	0	4
AC004869.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.1	0	35	4	0	1	6	0	1	1	1	4	0	0	3
AC004870.2	6	0	0	0	0	0	2	5	0	0	0	4	12	3
AC004870.3	0	0	1	0	0	0	1	3	7	0	0	0	0	2
AC004870.4	0	0	0	0	0	1	2	0	2	0	0	0	0	1
AC004875.1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC004877.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC004877.2	1	124	9	1	0	0	13	11	6	2	16	12	11	3
AC004879.1	0	0	1	0	0	0	0	0	2	0	0	1	0	0
AC004879.2	0	0	0	0	0	0	0	3	18	3	13	0	4	1
AC004882.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC004882.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004882.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004882.4	0	0	0	0	4	4	10	9	0	2	17	0	15	14
AC004884.1	4	5	2	5	3	7	9	7	1	3	6	3	0	5
AC004884.2	0	0	1	1	31	27	8	36	23	30	1	15	14	22
AC004888.1	1	0	0	0	0	13	1	0	3	0	46	0	0	7
AC004890.1	12	7	4	3	5	3	12	4	9	4	6	3	7	3
AC004890.2	10	1	12	26	5	15	7	10	18	4	13	8	21	4
AC004890.3	11	1	13	0	1	5	0	15	4	5	3	5	28	5
AC004893.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004893.2	0	0	0	0	8	0	1	9	10	1	2	0	0	0
AC004895.1	21	31	4	0	0	6	3	0	10	1	28	2	2	4
AC004898.1	0	5	6	0	0	21	5	15	25	1	1	0	20	1
AC004899.1	0	0	0	0	5	0	0	11	2	0	4	0	10	0
AC004899.2	0	0	0	0	0	0	0	0	0	0	14	0	0	0
AC004900.1	2	0	0	0	0	0	2	4	0	0	0	1	21	6
AC004908.1	5	0	5	17	13	11	20	8	16	6	10	11	5	11
AC004908.2	5	0	21	0	45	54	27	28	49	52	57	67	31	63
AC004908.3	6	95	9	25	27	11	20	11	5	17	0	6	9	2
AC004909.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC004910.1	1	1	35	0	0	3	1	0	6	0	2	1	1	8
AC004911.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004912.1	0	0	0	0	0	0	0	0	11	0	0	0	0	0
AC004917.1	29	0	2	7	1	4	0	5	18	5	0	11	6	4
AC004918.1	21	11	17	5	12	34	33	14	17	21	9	20	12	26
AC004918.5	76	0	102	182	144	172	98	102	86	191	72	132	85	161
AC004920.1	0	0	0	0	0	0	6	0	0	0	0	0	3	0
AC004921.1	1	1	1	1	2	1	0	1	2	2	17	1	4	0
AC004921.2	1	2	20	1	0	0	0	0	7	1	0	0	0	0
AC004922.1	16	19	10	1	18	9	7	11	20	14	12	1	8	17
AC004923.1	0	0	4	0	0	1	2	22	4	0	0	3	0	2
AC004923.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004923.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC004923.4	0	0	1	0	3	2	0	0	0	0	0	1	0	4
AC004925.1	116	0	0	0	0	2	13	39	29	45	14	13	63	54
AC004930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004936.1	0	0	0	0	0	11	0	0	0	0	0	0	0	0
AC004938.1	4	0	0	0	0	0	0	0	1	0	2	0	0	0
AC004938.2	37	115	1	0	3	5	6	1	0	0	0	0	6	2
AC004941.1	0	0	2	0	0	0	0	0	7	0	1	0	1	4
